,zip,num_results,restaurant_ids,necessary,checked_this_month
980,03053,0,,True,False
981,03054,0,,True,False
982,03055,0,,True,False
983,03057,0,,True,False
984,03060,0,,True,False
985,03061,0,,True,False
986,03062,0,,True,False
987,03063,0,,True,False
988,03064,0,,True,False
989,03070,0,,True,False
990,03071,0,,True,False
991,03073,0,,True,False
992,03076,0,,True,False
993,03077,0,,True,False
994,03079,0,,True,False
995,03082,0,,True,False
996,03084,0,,True,False
997,03086,0,,True,False
998,03087,0,,True,False
999,03101,0,,True,False
1000,03102,0,,True,False
1001,03103,0,,True,False
1002,03104,0,,True,False
1003,03105,0,,True,False
1004,03106,0,,True,False
1005,03108,0,,True,False
1006,03109,0,,True,False
1007,03110,0,,True,False
1008,03111,0,,True,False
1009,03215,0,,True,False
1010,03216,0,,True,False
1011,03217,0,,True,False
1012,03218,0,,True,False
1013,03220,0,,True,False
1014,03221,0,,True,False
1015,03222,0,,True,False
1016,03223,0,,True,False
1017,03224,0,,True,False
1018,03225,0,,True,False
1019,03226,0,,True,False
1020,03227,0,,True,False
1021,03229,0,,True,False
1022,03230,0,,True,False
1023,03231,0,,True,False
1024,03233,0,,True,False
1025,03234,0,,True,False
1026,03235,0,,True,False
1027,03237,0,,True,False
1028,03238,0,,True,False
1029,03240,0,,True,False
1030,03241,0,,True,False
1031,03242,0,,True,False
1032,03243,0,,True,False
1033,03244,0,,True,False
1034,03245,0,,True,False
1035,03246,0,,True,False
1036,03247,0,,True,False
1037,03249,0,,True,False
1038,03251,0,,True,False
1039,03252,0,,True,False
1040,03253,0,,True,False
1041,03254,0,,True,False
1042,03255,0,,True,False
1043,03256,0,,True,False
1044,03257,0,,True,False
1045,03258,0,,True,False
1046,03259,0,,True,False
1047,03260,0,,True,False
1048,03261,0,,True,False
1049,03262,0,,True,False
1050,03263,0,,True,False
1051,03264,0,,True,False
1052,03266,0,,True,False
1053,03268,0,,True,False
1054,03269,0,,True,False
1055,03272,0,,True,False
1056,03273,0,,True,False
1057,03275,0,,True,False
1058,03276,0,,True,False
1059,03278,0,,True,False
1060,03279,0,,True,False
1061,03280,0,,True,False
1062,03281,0,,True,False
1063,03282,0,,True,False
1064,03284,0,,True,False
1065,03285,0,,True,False
1066,03287,0,,True,False
1067,03289,0,,True,False
1068,03290,0,,True,False
1069,03291,0,,True,False
1070,03293,0,,True,False
1071,03298,0,,True,False
1072,03299,0,,True,False
1073,03301,0,,True,False
1074,03302,0,,True,False
1075,03303,0,,True,False
1076,03304,0,,True,False
1077,03305,0,,True,False
1078,03307,0,,True,False
1079,03431,0,,True,False
1080,03435,0,,True,False
1081,03440,0,,True,False
1082,03441,0,,True,False
1083,03442,0,,True,False
1084,03443,0,,True,False
1085,03444,0,,True,False
1086,03445,0,,True,False
1087,03446,0,,True,False
1088,03447,0,,True,False
1089,03448,0,,True,False
1090,03449,0,,True,False
1091,03450,0,,True,False
1092,03451,0,,True,False
1093,03452,0,,True,False
1094,03455,0,,True,False
1095,03456,0,,True,False
1096,03457,0,,True,False
1097,03458,0,,True,False
1098,03461,0,,True,False
1099,03462,0,,True,False
1100,03464,0,,True,False
1101,03465,0,,True,False
1102,03466,0,,True,False
1103,03467,0,,True,False
1104,03468,0,,True,False
1105,03469,0,,True,False
1106,03470,0,,True,False
1107,03561,0,,True,False
1108,03570,0,,True,False
1109,03574,0,,True,False
1110,03575,0,,True,False
1111,03576,0,,True,False
1112,03579,0,,True,False
1113,03580,0,,True,False
1114,03581,0,,True,False
1115,03582,0,,True,False
1116,03583,0,,True,False
1117,03584,0,,True,False
1118,03585,0,,True,False
1119,03586,0,,True,False
1120,03588,0,,True,False
1121,03589,0,,True,False
1122,03590,0,,True,False
1123,03592,0,,True,False
1124,03593,0,,True,False
1125,03595,0,,True,False
1126,03597,0,,True,False
1127,03598,0,,True,False
1128,03601,0,,True,False
1129,03602,0,,True,False
1130,03603,0,,True,False
1131,03604,0,,True,False
1132,03605,0,,True,False
1133,03607,0,,True,False
1134,03608,0,,True,False
1135,03609,0,,True,False
1136,03740,0,,True,False
1137,03741,0,,True,False
1138,03743,0,,True,False
1139,03745,0,,True,False
1140,03746,0,,True,False
