,lat,lon,radius,region,num_results,checked_this_month
468,36.91933,-121.53733,14.7,Lower 48,0,False
469,36.79885,-121.49528,14.7,Lower 48,0,False
470,36.67835,-121.45337,14.7,Lower 48,0,False
471,36.55783,-121.41159,14.7,Lower 48,0,False
472,36.43729,-121.36994,14.7,Lower 48,0,False
473,36.31672,-121.32843,14.7,Lower 48,0,False
474,36.19613,-121.28705,14.7,Lower 48,0,False
475,36.07551,-121.2458,14.7,Lower 48,0,False
476,35.95488,-121.20469,14.7,Lower 48,0,False
477,35.83421,-121.1637,14.7,Lower 48,0,False
478,35.71352,-121.12284,14.7,Lower 48,0,False
479,35.59281,-121.08212,14.7,Lower 48,0,False
480,35.47206,-121.04152,14.7,Lower 48,0,False
481,35.2305,-120.96071,14.7,Lower 48,0,False
482,44.0971,-124.16254,14.7,Lower 48,0,False
483,43.97701,-124.1114,14.7,Lower 48,0,False
484,43.85693,-124.06044,14.7,Lower 48,0,False
485,43.73686,-124.00966,14.7,Lower 48,0,False
486,43.6168,-123.95906,14.7,Lower 48,0,False
487,43.49674,-123.90863,14.7,Lower 48,0,False
488,43.37669,-123.85838,14.7,Lower 48,0,False
489,43.25664,-123.8083,14.7,Lower 48,0,False
490,43.1366,-123.7584,14.7,Lower 48,0,False
491,43.01656,-123.70868,14.7,Lower 48,0,False
492,42.89652,-123.65912,14.7,Lower 48,0,False
493,42.77649,-123.60974,14.7,Lower 48,0,False
494,42.65646,-123.56053,14.7,Lower 48,0,False
495,42.53643,-123.51149,14.7,Lower 48,0,False
496,42.4164,-123.46262,14.7,Lower 48,0,False
497,42.29638,-123.41392,14.7,Lower 48,0,False
498,42.17635,-123.36539,14.7,Lower 48,0,False
499,42.05632,-123.31702,14.7,Lower 48,0,False
500,41.9363,-123.26881,14.7,Lower 48,0,False
501,41.81627,-123.22078,14.7,Lower 48,0,False
502,41.69624,-123.1729,14.7,Lower 48,0,False
503,41.5762,-123.1252,14.7,Lower 48,0,False
504,41.45617,-123.07765,14.7,Lower 48,0,False
505,41.33613,-123.03026,14.7,Lower 48,0,False
506,41.21608,-122.98304,14.7,Lower 48,0,False
507,41.09603,-122.93598,14.7,Lower 48,0,False
508,40.97599,-122.88907,14.7,Lower 48,0,False
509,40.85593,-122.84232,14.7,Lower 48,0,False
510,40.73586,-122.79574,14.7,Lower 48,0,False
